mz,rt,into,pcgroup
81.05633972,29.73566667,1206.28261,384
81.05576213,6.457516667,1451.50647,9055
81.05655077,26.27783333,44227.9849,26
81.05659098,24.061,6132.325907,80
81.06056213,23.60116667,1001.227343,13558
81.0641861,8.440933333,15575.23229,2011
81.06475067,23.23716667,2711.418359,3840
81.06552636,24.05666667,2863.174235,80
81.06626286,7.072766667,1623.89678,6275
81.06999824,26.27783333,6425235.37,26
81.06997914,23.2415,2933732.534,12
81.06994356,29.69,2732524.713,10
81.06985389,20.09216667,1641309.584,5
81.07003519,23.12533333,1686463.874,14
81.06996449,24.061,1469564.01,80
81.0699251,23.5385,904202.4458,11
81.06996948,23.94983333,761032.3835,17
81.08341293,26.27333333,46716.37767,26
81.08354187,23.134,3431.519556,4117
81.08355423,23.21416667,1287.158954,79
81.08747864,28.673,2266.883239,12806
81.09414673,28.708,3984.428262,2912
81.10308838,5.952016667,26237.17207,1874
81.1208725,20.0965,5071.931667,2487
81.12582397,20.98733333,2493.071198,11377
81.12932587,20.0965,4884.088079,2488
81.14159393,28.69916667,5271.798581,2913
81.14258575,6.518833333,2607.657706,10232
81.15614319,17.46866667,2814.45112,11215
81.15655518,23.23716667,3512.033325,3841
81.16379547,7.000933333,1373.127832,4715
81.17572784,7.962433333,1063.799821,11154
81.21286011,23.1165,2350.430013,4118
81.22502899,8.4278,5621.745393,8696
81.23183441,5.947633333,27891.68889,1875
81.24852753,29.68116667,3155.662972,3435
81.26087189,8.4278,4651.432154,8697
81.26528931,26.27783333,1698.540173,4894
81.26609802,28.7035,4644.656927,2914
81.29147339,29.71183333,1236.339971,7958
81.29181671,17.46,3598.526626,3301
81.29621723,15.20628333,18298.95462,29
81.32759094,5.9564,20368.5628,1876
81.33686829,20.99166667,1243.169458,11378
81.34759521,23.121,2789.268542,4119
81.35568237,20.08783333,5012.261797,2489
81.35960388,20.94666667,4632.597262,7369
81.36165619,29.68116667,3220.870889,3436
81.38052368,10.56573333,983.2924487,4859
81.40148926,7.009683333,1988.968176,4716
81.40622363,29.69433333,103900.672,10
81.43183136,15.2019,1225.787354,5086
81.43521118,5.960766667,11405.10014,8259
81.43840221,23.59683333,4956.778772,34
81.45092773,18.2265,1580.453601,3991
81.45284271,14.67155,807.2091673,5057
81.47490692,23.941,1261.516978,4417
81.50960089,15.33055,1493.356368,8945
81.55564117,23.22283333,1251.342383,6520
81.55906677,29.69,3835.115947,3437
81.56451852,23.739,1610.480501,72
81.56750488,23.52966667,1599.880124,3688
81.56871033,5.947633333,26388.57068,1877
81.57853699,5.9564,23340.79302,1878
81.59211731,17.4775,1545.966019,11216
81.61477661,15.20628333,1645.370036,5087
81.62090302,15.21066667,1706.9544,5088
81.6401825,20.92483333,1049.61465,9773
81.67246246,13.44105,2339.686122,2211
81.6736908,5.9345,11040.10573,8541
81.6852951,13.52995,790.8963874,4357
81.68812561,28.72116667,1247.858799,9650
81.68939972,23.259,2245.654508,11767
81.6917873,23.5385,17274.07795,11
81.69457245,17.46433333,4074.72125,3302
81.69995117,23.23716667,2817.488867,3842
81.71516418,17.48183333,886.3409757,15839
81.73012543,8.4278,4934.036349,8698
81.74861908,29.68566667,3422.774274,3438
81.74956512,28.68166667,3219.703633,2915
81.77084351,7.940533333,5652.107505,3172
81.77339935,23.2415,3373.14436,3843
81.78764343,17.38416667,1277.191004,5434
81.79515076,23.94983333,1401.078115,4418
81.79682922,6.51445,1442.371283,10233
81.8054657,20.10083333,4398.219567,2490
81.8290863,23.15283333,821.5979492,10103
81.86383057,26.2865,1714.539032,4895
81.86579895,17.3885,1299.479422,5435
81.88394633,21.69016667,3581.046373,60
81.89517975,6.531966667,5975.840068,2349
81.91756439,17.393,1409.154919,5436
81.93145752,23.54716667,1609.543737,3689
81.94026947,20.95116667,5305.801497,2673
81.94217711,23.534,20082.49559,11
81.94369507,23.5515,1610.543537,3690
81.94490814,18.2265,1751.122522,3992
81.95201874,20.11833333,1069.374938,10152
81.96794891,5.921366667,1387.979841,6922
82.00006866,17.46866667,3049.729424,11217
82.00467403,10.09445,16839.54365,54
82.02880348,9.459733333,88325.46903,96
82.02880323,20.95983333,95526.8436,6
82.02879083,10.33513333,70506.46586,7591
82.02880543,8.951183333,54562.92578,141
82.02879468,10.04348333,35144.48407,458
82.02881184,9.917883333,30464.73196,170
82.02879971,10.1892,16237.25943,7621
82.02884009,17.3885,18578.39213,39
82.02879116,21.31033333,8562.462321,50
82.02879689,14.24358333,9835.080075,12577
82.0322876,13.00233333,1430.845801,4619
82.03698381,28.6905,11961.20011,7
82.03692104,34.412,7021.006279,64
82.04005985,12.45801667,3338.023806,14781
82.04136952,7.090283333,1892.514199,6345
82.04813175,8.148833333,3520.520332,6298
82.05262751,10.5745,3055.167419,24
82.05260498,7.69235,1680.793211,13411
82.05264092,7.56975,1492.61968,18
82.05622437,7.05785,7257.397353,59
82.06077576,8.440933333,15014.54924,2012
82.06519906,8.4893,205966.7409,163
82.06525891,8.436566667,90152.61353,162
82.065224,8.6185,138862.9854,33
82.06520866,7.962433333,51313.67665,256
82.06518692,6.381333333,132852.8259,16
82.06520114,7.9055,72648.94312,5349
82.0685232,23.98216667,10057.13816,333
82.07036806,23.5385,12523.61184,11
82.0733374,26.27783333,423150.0902,26
82.07331938,23.2415,179823.6988,12
82.07328638,29.69,151602.4072,10
82.07330684,24.06533333,90065.07231,80
82.07337764,23.1165,87172.87685,14
82.07323027,20.079,57997.61654,5
82.07327986,23.52966667,30319.93607,11
82.07330344,23.94983333,36028.89867,17
82.07331057,23.58366667,47322.662,34
82.07781696,26.27783333,185129.2611,26
82.07770132,23.54283333,31301.59446,11
82.077761,23.20533333,14918.91933,79
82.07776173,24.061,20156.45507,80
82.07779547,29.68566667,16850.09878,10
82.07775268,8.574716667,9132.867235,6460
82.0788269,17.44683333,2105.19236,3303
82.08175659,8.480533333,3065.049247,6055
82.08779907,29.69866667,3790.972493,3439
82.09063721,23.259,1970.485688,11768
82.09767914,23.12966667,3746.190286,4120
82.11329651,7.95805,1797.790193,11155
82.11973572,23.2415,2851.12373,3844
82.1302201,20.96433333,112450.1658,6
82.15128326,7.95805,1793.087074,11156
82.16349792,29.6725,1751.598312,13425
82.16536713,8.440933333,15332.74595,2013
82.18141174,28.708,4257.077783,2916
82.1865387,20.99166667,1189.142297,11379
82.21791077,8.462833333,30932.4516,2014
82.22245789,5.96515,3997.304427,8260
82.23112488,23.11216667,1714.320573,4121
82.23305511,18.22216667,1114.3116,10371
82.25701141,8.4716,19885.10142,8805
82.26103973,23.52966667,1564.644246,3691
82.26799774,26.27783333,2008.849497,4896
82.28728485,23.12966667,4190.346185,4122
82.30732727,17.46433333,3528.817106,3304
82.31820679,20.10966667,2422.825335,18137
82.33036041,20.07466667,2378.645719,13732
82.3418808,20.10533333,3865.294771,2491
82.35386658,26.26466667,1082.236224,4897
82.35921478,5.947633333,24448.84917,1879
82.36724091,8.4278,4700.75962,8699
82.37078094,8.480533333,3193.445399,6056
82.37843323,20.97733333,5321.557096,2674
82.38703156,7.014066667,1604.630282,4717
82.41214752,28.67733333,2388.944827,12807
82.42958069,8.436566667,11005.4405,8700
82.44191742,8.4278,4646.899102,8701
82.44547272,13.01548333,914.0984633,9934
82.44615794,23.9585,13824.65825,17
82.44725037,17.3885,1352.467979,5437
82.4500885,5.930116667,6354.43713,6923
82.45375824,28.7035,4626.170586,2917
82.46392822,26.27783333,1735.285941,4898
82.47181702,18.24516667,3586.255918,3993
82.47486115,28.6685,1528.586867,7280
82.47634125,23.2635,1511.287358,11769
82.48310089,23.11216667,1615.17403,4123
82.48423004,7.0053,1544.346038,4718
82.49277496,17.403,1146.902889,15928
82.50148773,20.07016667,1747.045034,13733
82.51183357,13.4717,3514.036312,251
82.53141785,23.56033333,1127.764054,16768
82.53871918,7.931766667,3849.873067,3173
82.54538727,28.72116667,1555.077679,9651
82.54798889,23.10333333,1011.426376,12009
82.56448364,8.480533333,3356.316182,6057
82.56587982,8.436566667,10655.6504,8702
82.57212067,5.9564,20587.70215,1880
82.574261,23.95416667,16212.13522,17
82.59700012,23.2415,2927.110205,3845
82.59970093,20.079,3376.859115,2492
82.60279083,7.940533333,5907.068599,3174
82.61167145,5.969533333,1380.257557,8261
82.62998199,23.134,3362.754785,4124
82.65364838,6.531966667,7770.104268,2350
82.66204834,12.9892,1170.375792,4620
82.67993927,26.27783333,1580.101637,4899
82.69412994,17.403,1124.398325,15929
82.70014191,23.93233333,905.0479932,19524
82.71555328,13.4498,3452.327013,2212
82.71690369,13.52995,954.399654,4358
82.72408295,21.31033333,1067.155695,5768
82.73018646,17.44233333,1340.689669,12602
82.74318695,13.43228333,1355.218791,14883
82.75437164,8.41905,1087.122568,7101
82.76241302,17.46433333,3820.839886,3305
82.78356934,20.99166667,1176.58656,11380
82.80177307,8.337666667,1476.760352,4803
82.80609894,37.92433333,749.9343091,5206
82.81716919,18.21766667,826.6683057,10372
82.82376099,6.527583333,5463.633543,2351
82.84505463,20.07466667,2665.640915,13734
82.86397552,13.00671667,1900.152557,4621
82.8691864,28.6905,4828.977585,2918
82.87614441,17.393,1241.187793,5438
82.87787628,8.4497,26868.40522,2015
82.88020325,23.2415,2981.178589,3846
82.88193512,21.32033333,1181.500842,5769
82.90834808,23.11216667,1997.312743,4125
82.91365051,18.24516667,3102.276768,3994
82.91811371,7.931766667,4360.81157,3175
82.92342377,7.9274,3715.333971,12914
82.92737579,23.23716667,2584.025684,3847
82.93393707,20.09216667,5283.196491,2493
82.95043945,23.26783333,931.9797412,11770
82.96286011,23.1485,1598.326184,10104
82.97510529,7.9274,3055.517582,12915
82.97851563,23.11216667,1665.388919,4126
82.98932896,18.20466667,1027.181522,238
82.9893309,18.30216667,3095.438146,21488
82.98935221,29.84083333,850.3267029,18257
82.98930346,18.68183333,988.9217651,15363
83.00080872,18.24516667,3288.242819,3995
83.01282883,11.97125,3869.643867,12662
83.01283286,9.8847,1828.462164,6479
83.01707458,18.22216667,1188.845716,10373
83.02674866,13.48178333,1046.15226,10971
83.03212823,10.33075,1607.465107,20551
83.03212415,9.45535,992.9037059,96
83.03263794,20.97733333,11591.95364,6
83.03264858,21.306,4678.910291,50
83.0365964,6.501316667,2752.443022,213
83.04301453,23.1165,2847.093138,4127
83.04918755,20.95116667,224613.6028,6
83.04927237,23.12533333,156486.9092,14
83.0492015,15.23421667,249276.1015,7668
83.04914237,5.822483333,105505.134,6991
83.04920743,23.2415,156506.3219,12
83.04920736,28.7035,328955.2064,7
83.04923845,7.009683333,116345.8447,21
83.04918075,21.316,96725.23963,50
83.04921944,34.41633333,110294.9524,64
83.05213928,20.938,3245.377604,14070
83.06044227,10.57011667,241425.3806,24
83.0604211,6.37695,113978.7366,16
83.0604447,13.88295,105354.674,56
83.06042798,13.6018,16016.04043,87
83.0603871,15.18876667,9210.348503,17981
83.06042054,7.035966667,7237.710288,12192
83.06043368,6.950233333,13576.07781,12329
83.06046188,6.739766667,12610.33805,10196
83.06040623,10.34388333,12099.43086,7613
83.06042327,13.4993,10548.1888,16383
83.0604062,12.91323333,11837.65012,6326
83.06045767,8.410283333,5402.97367,98
83.0604399,23.30283333,8279.566718,13610
83.06042718,8.304916667,5694.038965,15584
83.06043265,8.153216667,15221.85755,6299
83.06046672,12.9892,9637.081679,20
83.06040677,6.55825,8581.937978,164
83.06043614,6.492566667,17020.95161,38
83.06045895,17.50366667,7443.711786,6237
83.06047554,17.43366667,5672.323792,243
83.06050873,10.63143333,6483.125095,18116
83.06051636,10.67083333,4490.473335,15602
83.06051636,6.422483333,3220.359513,7042
83.06050873,6.76605,3334.048643,103
83.06051251,6.089683333,2646.844351,89
83.06051341,23.99083333,2971.693013,333
83.06854741,8.5112,4630.758761,15294
83.06849448,10.03035,3617.772561,14637
83.06855856,8.60975,3728.208428,33
83.06858344,8.708416667,3332.618133,12396
83.0685627,25.44083333,2188.160217,14717
83.06853485,23.941,1286.804692,4419
83.06853672,15.26486667,2442.415718,83
83.06853598,9.387183333,3207.015402,12943
83.06854009,10.69273333,2439.884382,10459
83.06855935,16.35706667,1907.716417,84
83.06855295,8.1425,3135.736449,21076
83.06857258,7.3706,1804.978776,22464
83.06854961,7.765183333,2030.155163,15858
83.06855256,7.5246,2013.880233,7869
83.06857321,13.88733333,2516.146603,56
83.06855266,8.771633333,3798.646758,20603
83.068522,10.37891667,1746.433117,19117
83.06854744,11.0543,2297.382529,10424
83.06857619,9.721333333,2110.026028,12002
83.06857848,9.257333333,2487.87898,16583
83.06857213,25.50483333,1223.834971,21172
83.06857691,7.674833333,2081.298175,20268
83.06851959,10.57011667,1226.96068,4860
83.06859589,7.962433333,1124.255449,11157
83.06862892,8.405916667,2139.168203,98
83.06856024,17.3065,1738.869508,15384
83.0685405,13.93303333,3010.862229,1408
83.07167683,26.27783333,68500.0715,26
83.07165853,19.866,3152.40539,9141
83.07163193,20.73133333,2513.556964,123
83.07304765,8.614133333,20101.73756,33
83.07300383,8.0987,16088.69312,48
83.07301323,8.148833333,14406.61484,6300
83.07302962,8.502433333,21495.87935,15243
83.07310486,23.5515,2019.434715,3692
83.07303228,13.59741667,2958.09685,87
83.073009,21.85766667,1917.105016,14110
83.07298162,10.13385,2620.054325,10364
83.07304211,24.67383333,2347.496927,181
83.07306485,10.70148333,2450.321745,225
83.07663727,26.29533333,1129.160742,17238
83.08112335,23.59233333,982.867542,5291
83.08561512,26.27783333,9442803.234,26
83.08546668,20.09216667,1320763.451,5
83.08558885,23.95416667,958338.4873,17
83.08555974,29.68566667,696737.7714,10
83.08560002,19.85733333,632509.6776,174
83.08566342,23.12966667,499858.4414,14
83.08559871,23.246,703184.8073,12
83.08558295,20.12283333,415824.256,10132
83.09274292,23.10333333,917.1822965,12010
83.09954173,26.28216667,73698.06924,26
83.09949001,19.86166667,3081.447139,9130
83.09975433,13.53433333,887.4021471,4359
83.1105423,13.46293333,2675.237684,2213
83.11458588,23.1385,3103.234277,4128
83.12671661,18.2265,1737.801941,3996
83.14562225,23.52966667,1662.561943,3693
83.18434906,23.1385,3029.362134,4129
83.18719482,17.44683333,1956.673389,3306
83.20883179,21.32033333,1206.885974,5770
83.2172699,28.71666667,2587.201836,9652
83.2260437,17.393,1342.13562,5439
83.23707581,23.52083333,837.1014364,15189
83.26747894,13.01548333,914.8610393,9935
83.27611542,7.95805,1590.431276,11158
83.28199005,8.333283333,1302.065087,4804
83.29007721,28.7035,4801.997809,2919
83.30406952,5.9564,19269.46567,1881
83.30495453,20.95116667,6068.65502,2675
83.30793762,23.5385,1704.504972,3694
83.31877899,8.480533333,3366.947067,6058
83.32457733,20.09216667,4769.920736,2494
83.33676147,12.99358333,1588.312115,4622
83.3388443,23.11216667,1584.032677,4130
83.33991241,23.1385,3336.671924,4131
83.34867096,23.121,2735.867077,4132
83.3536377,28.68166667,4552.893952,2920
83.35791779,23.2635,1334.822651,11771
83.35920783,18.21766667,1405.794262,220
83.36136627,7.944916667,6277.324989,3176
83.36051178,20.07466667,2307.087129,13735
83.36260986,8.4716,19137.09759,8806
83.36535645,17.4775,1884.294758,11218
83.36491394,7.0053,1597.605338,4719
83.36450958,20.92483333,1526.683486,9774
83.36616516,5.938883333,15339.84553,1882
83.3670578,21.32916667,1213.735993,5771
83.36785126,12.98481667,1003.893564,4623
83.36891937,5.952016667,37159.09627,1883
83.37094116,6.53635,6226.831406,2352
83.38952637,28.686,3870.862598,2921
83.39239502,23.23283333,2470.760596,3848
83.41344769,28.69916667,61677.46886,7
83.41920471,29.70316667,2734.603206,3440
83.47868347,20.08333333,3859.898854,2495
83.48219299,13.43228333,1376.455545,14884
83.50444794,6.531966667,6839.116641,2353
83.52288818,13.53433333,1017.450492,4360
83.52384949,10.55996667,942.1062655,4861
83.54168701,20.0965,5595.838991,2496
83.57188416,13.52995,764.4345163,4361
83.58411407,13.45856667,3695.124809,2214
83.59655762,7.0053,1664.337027,4720
83.60713196,23.52966667,1336.693244,3695
83.61908722,13.43666667,2009.249951,2215
83.63887024,13.4717,1821.060264,10972
83.64459991,20.10966667,2524.913805,18138
83.65091705,17.45116667,3056.941774,3307
83.6656189,6.531966667,7811.497354,2354
83.68851471,13.46293333,2607.199835,2216
83.69561005,20.97733333,5528.142643,2676
83.74170685,23.556,1176.129048,16769
83.75756836,5.857516667,1053.813793,4784
83.77096558,8.4716,18464.18879,8807
83.80276489,7.949283333,4654.965705,3177
83.80844879,28.72116667,1489.887961,9653
83.81842804,23.12966667,3531.769834,4133
83.83292389,18.25833333,1993.769572,12441
83.83810425,23.259,1869.554288,11772
83.85610199,18.24516667,3203.849372,3997
83.86457825,8.480533333,2923.821745,6059
83.88640594,8.423416667,2466.234212,8703
83.88790894,8.432183333,7795.472635,8704
83.89413452,29.71183333,1165.880046,7959
83.9120636,7.95805,1743.189385,11159
83.91847992,28.6685,1443.555402,7281
83.9204483,5.947633333,22627.98022,1884
83.9254303,8.484916667,1032.875277,8808
83.9334259,7.944916667,4992.002227,3178
83.93726349,8.462833333,30406.40209,2016
83.93766108,23.54716667,11124.77949,11
83.94161224,26.29533333,1268.549186,17239
83.96052551,13.44541667,2897.452849,2217
83.97743988,29.66366667,1049.756667,5234
83.98590088,6.518833333,2811.587591,10234
83.9884491,23.12533333,2930.915944,4134
83.98920441,29.68116667,2768.006217,3441
83.99734497,23.56033333,1039.184722,16770
84.03189829,13.08393333,2404.928819,624
84.03725433,18.254,2483.530718,12442
84.04445585,15.20628333,1257969.316,29
84.04448972,13.00233333,1247431.885,20
84.04446868,13.28221667,257528.71,100
84.04446352,12.54428333,78856.68601,195
84.04450256,8.4893,31494.44299,163
84.04446425,12.18615,43389.71057,11643
84.04448172,14.67593333,53629.90608,28
84.04779816,28.71233333,3518.491045,13519
84.05261358,15.23858333,8246.674129,20240
84.0526123,28.67733333,2868.488578,12808
84.05259439,28.7255,3167.399785,192
84.05257417,14.63053333,2833.996758,19049
84.05252662,5.8181,3318.438472,7018
84.05258942,17.4775,2043.351049,11219
